Game,Total,Twitch_Year,Unnamed: 0,Year,Genre,Global_Sales
7 Days to Die,149457827.025696,2016,6770,2016.0,Action,0.16
7 Days to Die,157815966.232176,2017,6770,2016.0,Action,0.16
7 Days to Die,104328705.778752,2018,6770,2016.0,Action,0.16
7 Days to Die,287697860.869755,2019,6770,2016.0,Action,0.16
7 Days to Die,403155253.93248,2020,6770,2016.0,Action,0.16
7 Days to Die,415203439.138446,2021,6770,2016.0,Action,0.16
APB Reloaded,1746921.9072059998,2016,9520,2011.0,Role-Playing,0.04
Alien: Isolation,4662774.169136999,2016,1428,2014.0,Shooter,2.45
Alien: Isolation,5187696.622038,2017,1428,2014.0,Shooter,2.45
Alien: Isolation,1916759.017656,2018,1428,2014.0,Shooter,2.45
Alien: Isolation,7451191.893599999,2019,1428,2014.0,Shooter,2.45
Alien: Isolation,71964795.20897101,2020,1428,2014.0,Shooter,2.45
Alien: Isolation,40385367.739878,2021,1428,2014.0,Shooter,2.45
Animal Crossing: New Leaf,301575.932322,2016,64,2012.0,Simulation,9.09
Ape Escape,584559.984729,2016,926,1999.0,Platform,1.68
Ape Escape,1906516.8728970003,2017,926,1999.0,Platform,1.68
Banjo-Kazooie,1232740.215,2016,296,1998.0,Platform,3.66
Banjo-Kazooie,3627206.67078,2017,296,1998.0,Platform,3.66
Banjo-Kazooie,5016787.982535,2019,296,1998.0,Platform,3.66
Battleborn,36213760.43762399,2016,5005,2016.0,Shooter,0.42
Battlefield 4,102968434.555077,2016,291,2013.0,Shooter,14.03
Battlefield 4,1118788.999356,2017,291,2013.0,Shooter,14.03
Battlefield 4,3346297.750782,2018,291,2013.0,Shooter,14.03
Battlefield 4,156028575.670863,2021,291,2013.0,Shooter,14.03
Battlefield: Bad Company 2,343933.053282,2016,326,2010.0,Shooter,7.16
Beyond: Two Souls,1658888.406,2016,801,2013.0,Adventure,1.79
Beyond: Two Souls,993720.569247,2017,801,2013.0,Adventure,1.79
BioShock,758696.947932,2016,443,2007.0,Shooter,4.69
BioShock,3005299.491348,2018,443,2007.0,Shooter,4.69
Blast Corps,676803.0023999999,2016,2155,1997.0,Action,0.71
Bloodborne,147626056.20800102,2016,568,2015.0,Action,2.38
Bloodborne,109469524.096863,2017,568,2015.0,Action,2.38
Bloodborne,268102680.401955,2018,568,2015.0,Action,2.38
Bloodborne,105771704.729187,2019,568,2015.0,Action,2.38
Bloodborne,237156393.795594,2020,568,2015.0,Action,2.38
Bloodborne,182341325.681109,2021,568,2015.0,Action,2.38
Borderlands 2,10199087.263701,2016,390,2012.0,Shooter,7.109999999999999
Borderlands 2,105509079.93381,2017,390,2012.0,Shooter,7.109999999999999
Borderlands 2,61165070.955828,2018,390,2012.0,Shooter,7.109999999999999
Borderlands 2,292088974.501401,2019,390,2012.0,Shooter,7.109999999999999
Borderlands: The Handsome Collection,363357.957417,2016,1879,2015.0,Shooter,1.25
Bully: Scholarship Edition,768599.306496,2016,1507,2008.0,Action,1.62
Bully: Scholarship Edition,3088872.685647,2018,1507,2008.0,Action,1.62
Call of Duty 4: Modern Warfare,4996731.181743,2016,61,2007.0,Shooter,18.25
Call of Duty: Black Ops,3002281.237368,2016,30,2010.0,Shooter,31.03
Call of Duty: Black Ops,726809.2002990001,2017,30,2010.0,Shooter,31.03
Call of Duty: Black Ops II,15840120.744525002,2016,33,2012.0,Shooter,29.72
Call of Duty: Black Ops II,35391082.514067,2017,33,2012.0,Shooter,29.72
Call of Duty: Black Ops II,8252293.2754919985,2020,33,2012.0,Shooter,29.72
Call of Duty: Modern Warfare 2,3643109.610966,2016,34,2009.0,Shooter,25.09
Call of Duty: Modern Warfare 2,2757615.447447,2018,34,2009.0,Shooter,25.09
Call of Duty: Modern Warfare 2,7340869.380033,2020,34,2009.0,Shooter,25.09
Call of Duty: Modern Warfare 3,230400.74694000004,2016,28,2011.0,Shooter,30.83
Castlevania,643984.623828,2016,1289,1986.0,Platform,1.87
Castlevania: Symphony of the Night,961369.24884,2016,1233,1997.0,Platform,1.27
Chess,23530670.776851,2016,7408,2001.0,Strategy,0.09
Chess,28027865.343156,2017,7408,2001.0,Strategy,0.09
Chess,665434921.602948,2018,7408,2001.0,Strategy,0.09
Chess,836069619.845292,2019,7408,2001.0,Strategy,0.09
Chess,13010179729.157017,2020,7408,2001.0,Strategy,0.09
Chess,39425806856.31962,2021,7408,2001.0,Strategy,0.09
Cities: Skylines,11354639.978073,2016,6354,2015.0,Simulation,0.14
Cities: Skylines,21079408.944237,2017,6354,2015.0,Simulation,0.14
Cities: Skylines,28500322.031853,2018,6354,2015.0,Simulation,0.14
Cities: Skylines,11740939.094472,2019,6354,2015.0,Simulation,0.14
Cities: Skylines,13185632.402292,2020,6354,2015.0,Simulation,0.14
Company of Heroes 2,2677418.871561,2016,3690,2013.0,Strategy,0.36
Company of Heroes 2,384145.854456,2017,3690,2013.0,Strategy,0.36
Company of Heroes 2,2272142.353152,2018,3690,2013.0,Strategy,0.36
Condemned: Criminal Origins,517194.48942,2016,3312,2005.0,Action,0.42
Crash Bandicoot,3392951.9330280004,2016,105,1996.0,Platform,6.82
DC Universe Online,1843528.366302,2016,2798,2011.0,Role-Playing,0.76
Danganronpa 2: Goodbye Despair,1401552.005427,2016,4524,2014.0,Misc,0.45
Danganronpa 2: Goodbye Despair,4624542.694464,2019,4524,2014.0,Misc,0.45
Danganronpa 2: Goodbye Despair,9947915.210814,2020,4524,2014.0,Misc,0.45
Danganronpa: Trigger Happy Havoc,790387.983882,2016,3344,2013.0,Misc,0.6499999999999999
Danganronpa: Trigger Happy Havoc,2592450.448434,2019,3344,2013.0,Misc,0.6499999999999999
Danganronpa: Trigger Happy Havoc,17831092.789125,2020,3344,2013.0,Misc,0.6499999999999999
Dark Souls,258054688.828167,2016,681,2011.0,Role-Playing,3.14
Dark Souls,102561498.060063,2017,681,2011.0,Role-Playing,3.14
Dark Souls,1724145272.147634,2018,681,2011.0,Role-Playing,3.14
Dark Souls,400011717.49413,2019,681,2011.0,Role-Playing,3.14
Dark Souls,488118270.729138,2020,681,2011.0,Role-Playing,3.14
Dark Souls,522450554.115588,2021,681,2011.0,Role-Playing,3.14
Dark Souls II,9638756.70786,2016,1182,2014.0,Role-Playing,3.07
Dark Souls II,12724314.881292,2017,1182,2014.0,Role-Playing,3.07
Dark Souls II,28580991.990075,2018,1182,2014.0,Role-Playing,3.07
Dark Souls II,8688478.493625,2019,1182,2014.0,Role-Playing,3.07
Dark Souls II,27468993.021288,2020,1182,2014.0,Role-Playing,3.07
Dark Souls II,120748579.286412,2021,1182,2014.0,Role-Playing,3.07
Dark Souls III,9530658283.48158,2016,973,2016.0,Role-Playing,1.96
Dark Souls III,1005581460.785349,2017,973,2016.0,Role-Playing,1.96
Dark Souls III,601208897.110437,2018,973,2016.0,Role-Playing,1.96
Dark Souls III,555865481.881143,2019,973,2016.0,Role-Playing,1.96
Dark Souls III,1802014764.468576,2020,973,2016.0,Role-Playing,1.96
Dark Souls III,1719681508.552854,2021,973,2016.0,Role-Playing,1.96
Darksiders II,1240896.581925,2016,1839,2012.0,Action,2.26
Dead Rising,1543587.050817,2016,665,2006.0,Action,2.11
Dead Rising 2,1300830.482385,2016,1032,2010.0,Action,3.02
Dead Space,2534340.0067650005,2016,701,2008.0,Action,4.03
Dead Space,940631.314329,2017,701,2008.0,Action,4.03
Dead Space 2,1365268.753926,2016,1005,2011.0,Shooter,3.29
Dead Space 2,3147832.900338,2019,1005,2011.0,Shooter,3.29
Dead Space 2,2774897.9874,2020,1005,2011.0,Shooter,3.29
Dead Space 3,729255.708216,2016,1623,2013.0,Action,2.19
Demon's Souls,3602015.731335,2016,779,2009.0,Role-Playing,1.84
Demon's Souls,626782.59483,2017,779,2009.0,Role-Playing,1.84
Demon's Souls,2411751.613719,2018,779,2009.0,Role-Playing,1.84
Demon's Souls,11987800275.439842,2020,779,2009.0,Role-Playing,1.84
Demon's Souls,133543793.139792,2021,779,2009.0,Role-Playing,1.84
Destiny,11329174691.248323,2016,140,2014.0,Shooter,12.61
Destiny,5668534712.308419,2017,140,2014.0,Shooter,12.61
Deus Ex,3066571.308822,2016,11182,2000.0,Role-Playing,0.01
Deus Ex: Mankind Divided,132872301.49477202,2016,3865,2016.0,Role-Playing,0.5
DiRT Rally,276099.553548,2016,3951,2016.0,Racing,0.46
Diablo,1537459.780752,2016,950,1996.0,Role-Playing,2.17
Diablo,1394935.093125,2018,950,1996.0,Role-Playing,2.17
Diablo II: Lord of Destruction,47692931.922111005,2016,1534,2001.0,Role-Playing,1.06
Diablo II: Lord of Destruction,45001642.803012,2017,1534,2001.0,Role-Playing,1.06
Diablo II: Lord of Destruction,59886717.050307,2018,1534,2001.0,Role-Playing,1.06
Diablo II: Lord of Destruction,117059229.434637,2019,1534,2001.0,Role-Playing,1.06
Diablo II: Lord of Destruction,185378443.606545,2020,1534,2001.0,Role-Playing,1.06
Diablo III,1365120607.93353,2016,161,2012.0,Role-Playing,11.08
Diablo III,720855107.452998,2017,161,2012.0,Role-Playing,11.08
Diablo III,593091960.9184921,2018,161,2012.0,Role-Playing,11.08
Diablo III,848910668.1831931,2019,161,2012.0,Role-Playing,11.08
Diablo III,461169086.508627,2020,161,2012.0,Role-Playing,11.08
Diablo III,728524022.5278751,2021,161,2012.0,Role-Playing,11.08
Dishonored,5924453.743319999,2016,848,2012.0,Action,4.3
Divinity: Original Sin,2322231.790389,2016,4411,2015.0,Role-Playing,0.36
Divinity: Original Sin,2593189.225158,2017,4411,2015.0,Role-Playing,0.36
Donkey Kong 64,715478.809227,2016,156,1999.0,Platform,5.27
Donkey Kong 64,3048706.3616100005,2017,156,1999.0,Platform,5.27
Donkey Kong 64,5651379.50916,2019,156,1999.0,Platform,5.27
Donkey Kong Country,1255706.41833,2016,62,1994.0,Platform,13.53
Donkey Kong Country,2300008.180365,2018,62,1994.0,Platform,13.53
Donkey Kong Country 2: Diddy's Kong Quest,2118722.270175,2016,165,1995.0,Platform,5.15
Donkey Kong Country: Tropical Freeze,2438765.538825,2016,1004,2014.0,Platform,1.52
Donkey Kong Country: Tropical Freeze,4681668.426434999,2018,1004,2014.0,Platform,1.52
Dying Light,64850805.984006,2016,898,2015.0,Action,2.65
Dying Light,10045556.310594,2017,898,2015.0,Action,2.65
Dying Light,10876400.91531,2018,898,2015.0,Action,2.65
Dying Light,4730608.331253001,2019,898,2015.0,Action,2.65
Dying Light,9000012.093408,2020,898,2015.0,Action,2.65
Dying Light,16417484.67429,2021,898,2015.0,Action,2.65
EA Sports UFC 2,106543697.560608,2016,1790,2016.0,Sports,1.29
EVE Online,40233815.069469005,2016,5086,2003.0,Role-Playing,0.22
EVE Online,31532360.985594,2017,5086,2003.0,Role-Playing,0.22
EVE Online,24070487.882595003,2018,5086,2003.0,Role-Playing,0.22
EVE Online,2455062.8170950003,2019,5086,2003.0,Role-Playing,0.22
Euro Truck Simulator 2,44836366.3188,2016,6447,2012.0,Action,0.13
Euro Truck Simulator 2,52287289.080285,2017,6447,2012.0,Action,0.13
Euro Truck Simulator 2,92568623.513289,2018,6447,2012.0,Action,0.13
Euro Truck Simulator 2,118549440.497985,2019,6447,2012.0,Action,0.13
Euro Truck Simulator 2,204901444.433973,2020,6447,2012.0,Action,0.13
Euro Truck Simulator 2,461616294.4571641,2021,6447,2012.0,Action,0.13
Evolve,112872657.29859,2016,1688,2015.0,Shooter,1.75
FIFA 16,3032683836.886011,2016,68,2015.0,Sports,16.44
FIFA 17,4769582247.104934,2016,190,2016.0,Sports,6.909999999999999
FIFA 17,7503876013.118499,2017,190,2016.0,Sports,6.909999999999999
FIFA 17,6266747.069961,2018,190,2016.0,Sports,6.909999999999999
FIFA 17,4375669.94298,2020,190,2016.0,Sports,6.909999999999999
Fallout 4,214592875.808703,2016,98,2015.0,Role-Playing,12.28
Fallout 4,96506836.795887,2017,98,2015.0,Role-Playing,12.28
Fallout 4,114592489.548348,2018,98,2015.0,Role-Playing,12.28
Fallout 4,3512512.719891,2019,98,2015.0,Role-Playing,12.28
Fallout 4,35441251.673709,2020,98,2015.0,Role-Playing,12.28
Fallout: New Vegas,1062147.705192,2016,247,2010.0,Role-Playing,8.41
Fallout: New Vegas,4754322.505799999,2017,247,2010.0,Role-Playing,8.41
Fallout: New Vegas,16098881.124459,2018,247,2010.0,Role-Playing,8.41
Fallout: New Vegas,7905685.397526,2019,247,2010.0,Role-Playing,8.41
Far Cry 4,540792.983682,2016,253,2014.0,Shooter,8.68
Far Cry: Primal,108365478.127956,2016,651,2016.0,Action,3.12
Final Fantasy IV,6080121.714239999,2016,1251,2007.0,Simulation,1.57
Final Fantasy IV,773740.2897630001,2017,1251,2007.0,Simulation,1.57
Final Fantasy IV,3785073.939192,2018,1251,2007.0,Simulation,1.57
Final Fantasy IV,2271823.90512,2019,1251,2007.0,Simulation,1.57
Final Fantasy IX,2769348.345981,2016,154,2000.0,Role-Playing,5.3
Final Fantasy IX,524116.412862,2017,154,2000.0,Role-Playing,5.3
Final Fantasy IX,39938335.243716,2019,154,2000.0,Role-Playing,5.3
Final Fantasy Tactics: The War of the Lions,390246.108798,2016,1374,2007.0,Role-Playing,1.16
Final Fantasy V,320635.28044800006,2016,542,1992.0,Role-Playing,2.62
Final Fantasy V,571245.302208,2017,542,1992.0,Role-Playing,2.62
Final Fantasy VI,5310996.0033060005,2016,7810,1999.0,Role-Playing,0.08
Final Fantasy VI,16492104.971538,2018,7810,1999.0,Role-Playing,0.08
Final Fantasy VII,6822610.852785001,2016,58,1997.0,Role-Playing,9.72
Final Fantasy VII,30501283.175517,2017,58,1997.0,Role-Playing,9.72
Final Fantasy VII,10375563.870525,2018,58,1997.0,Role-Playing,9.72
Final Fantasy VII,57707186.314638,2019,58,1997.0,Role-Playing,9.72
Final Fantasy VII,40543141.95939,2020,58,1997.0,Role-Playing,9.72
Final Fantasy VII,27385201.272471003,2021,58,1997.0,Role-Playing,9.72
Final Fantasy X/X-2 HD Remaster,10116752.865681,2016,2147,2015.0,Role-Playing,0.71
Final Fantasy XII,621192.658506,2016,133,2006.0,Role-Playing,5.95
Final Fantasy XIV: Heavensward,43930217.397024,2016,6674,2015.0,Action,0.16
Final Fantasy XIV: Heavensward,34021950.101706,2017,6674,2015.0,Action,0.16
Fire Emblem: Path of Radiance,1177635.3158850002,2016,2719,2005.0,Action,0.54
Forza Horizon 3,16132240.022514,2016,3546,2016.0,Racing,0.38
Forza Horizon 3,2077740.490812,2017,3546,2016.0,Racing,0.38
Forza Motorsport 6,969449.36298,2016,838,2015.0,Racing,1.74
Game & Wario,332884.56883500004,2016,4831,2013.0,Misc,0.24
Gears of War: Ultimate Edition,8382531.360545999,2016,403,2015.0,Shooter,3.0
Ghostbusters,583265.7533849999,2016,3110,1985.0,Puzzle,0.45
Goat Simulator,200894.27836800003,2016,11372,2016.0,Simulation,0.01
Grand Theft Auto III,992458.494972,2016,35,2001.0,Action,13.11
Grand Theft Auto V,2471421888.729444,2016,16,2013.0,Action,55.92
Grand Theft Auto V,33689390405.06214,2017,16,2013.0,Action,55.92
Grand Theft Auto V,40377232716.9355,2018,16,2013.0,Action,55.92
Grand Theft Auto V,725687086530.4437,2019,16,2013.0,Action,55.92
Grand Theft Auto V,1325687666347.37,2020,16,2013.0,Action,55.92
Grand Theft Auto V,6275375844604.229,2021,16,2013.0,Action,55.92
Grand Theft Auto: San Andreas,5973453.246747,2016,17,2004.0,Action,23.86
Grand Theft Auto: San Andreas,15606135.01272,2017,17,2004.0,Action,23.86
Grand Theft Auto: San Andreas,36375180.013389,2018,17,2004.0,Action,23.86
Grand Theft Auto: San Andreas,40564497.864765,2019,17,2004.0,Action,23.86
Grand Theft Auto: San Andreas,161881867.981113,2020,17,2004.0,Action,23.86
Grand Theft Auto: San Andreas,33437804.484231003,2021,17,2004.0,Action,23.86
Guild Wars 2,26366311.606614,2016,592,2012.0,Action,2.3
Guild Wars 2,57377922.105021,2017,592,2012.0,Action,2.3
Guild Wars 2,54359873.999655,2018,592,2012.0,Action,2.3
Guild Wars 2,48235471.070913,2019,592,2012.0,Action,2.3
Guild Wars 2,198295935.62163,2020,592,2012.0,Action,2.3
Guild Wars 2,183214736.120199,2021,592,2012.0,Action,2.3
Guitar Hero III: Legends of Rock,248804.24226,2016,180,2007.0,Misc,16.400000000000002
Guitar Hero III: Legends of Rock,676169.260536,2017,180,2007.0,Misc,16.400000000000002
Guitar Hero III: Legends of Rock,4753735.7930580005,2018,180,2007.0,Misc,16.400000000000002
Half-Life 2,945361.494588,2016,571,2004.0,Shooter,2.98
Half-Life 2,1868772.375162,2017,571,2004.0,Shooter,2.98
Half-Life 2,4803922.3008,2020,571,2004.0,Shooter,2.98
Halo 4,1935109.711668,2016,57,2012.0,Shooter,9.76
Halo 5: Guardians,404280716.099295,2016,222,2015.0,Shooter,4.26
Halo 5: Guardians,157438048.34562,2017,222,2015.0,Shooter,4.26
Halo 5: Guardians,32779812.310539003,2018,222,2015.0,Shooter,4.26
Hearts of Iron IV,22305208.673328,2016,9850,2016.0,Strategy,0.03
Hearts of Iron IV,1381628.406501,2017,9850,2016.0,Strategy,0.03
Hearts of Iron IV,10989266.581482,2018,9850,2016.0,Strategy,0.03
Hearts of Iron IV,28041168.134343,2019,9850,2016.0,Strategy,0.03
Hearts of Iron IV,31545303.125553,2020,9850,2016.0,Strategy,0.03
Hearts of Iron IV,39124893.637851,2021,9850,2016.0,Strategy,0.03
Heavy Rain,23484614.205108,2016,385,2010.0,Adventure,3.12
Heavy Rain,632717.7583440001,2017,385,2010.0,Adventure,3.12
Hexen: Beyond Heretic,632132.338824,2016,7050,1997.0,Shooter,0.11
Hitman: Absolution,968114.537082,2016,628,2012.0,Action,4.2
Hitman: Blood Money,186700.315284,2016,2873,2006.0,Action,1.08
Homefront: The Revolution,2439691.816968,2016,4016,2016.0,Shooter,0.45
Illusion of Gaia,861942.777234,2016,6505,1993.0,Role-Playing,0.13
Jak and Daxter: The Precursor Legacy,616283.650878,2016,300,2001.0,Platform,3.64
Just Cause 3,988723.25979,2016,785,2015.0,Action,2.85
Killer Instinct,12211302.182919,2016,364,1995.0,Fighting,3.2
Killer Instinct,1625558.668524,2017,364,1995.0,Fighting,3.2
Kirby 64: The Crystal Shards,2108835.540672,2016,813,2000.0,Platform,1.77
Kirby: Nightmare in Dream Land,1171343.838168,2016,603,2002.0,Platform,2.27
L.A. Noire,9429167.072871,2016,359,2011.0,Adventure,5.95
L.A. Noire,14870430.668772,2017,359,2011.0,Adventure,5.95
LEGO The Lord of the Rings,433390.108032,2016,1257,2012.0,Action,4.43
Left 4 Dead 2,7286317.995705,2016,257,2009.0,Shooter,4.36
Left 4 Dead 2,4116288.311814,2017,257,2009.0,Shooter,4.36
Left 4 Dead 2,8056264.177143001,2018,257,2009.0,Shooter,4.36
Left 4 Dead 2,17623765.078268997,2019,257,2009.0,Shooter,4.36
Left 4 Dead 2,79743198.621912,2020,257,2009.0,Shooter,4.36
Left 4 Dead 2,33138625.712367,2021,257,2009.0,Shooter,4.36
Life is Strange,6703053.914046001,2016,3596,2016.0,Adventure,0.52
Life is Strange,4502091.745683,2017,3596,2016.0,Adventure,0.52
Life is Strange,1260756.954912,2018,3596,2016.0,Adventure,0.52
Life is Strange,58802233.90293,2021,3596,2016.0,Adventure,0.52
MLB 15: The Show,286570.488204,2016,1742,2015.0,Sports,1.35
Madden NFL 16,91654900.694931,2016,360,2015.0,Sports,7.42
Madden NFL 17,90422016.806121,2016,1293,2016.0,Sports,2.21
Madden NFL 17,77553545.31720601,2017,1293,2016.0,Sports,2.21
Mafia,1260707.165865,2016,2190,2004.0,Action,0.98
Mafia,664688.287956,2017,2190,2004.0,Action,0.98
Mafia II,7702587.973541999,2016,977,2010.0,Action,3.47
Mafia II,22920059.481543,2020,977,2010.0,Action,3.47
Mario Kart 64,642061.9181340002,2016,55,1996.0,Racing,9.87
Mario Kart 8,20898630.860247,2016,97,2014.0,Racing,6.96
Mario Kart 8,117906193.05801,2017,97,2014.0,Racing,6.96
Mario Kart 8,44276583.268995,2018,97,2014.0,Racing,6.96
Mario Kart 8,22584951.990258,2019,97,2014.0,Racing,6.96
Mario Kart 8,388045154.310114,2020,97,2014.0,Racing,6.96
Mario Kart 8,3984947692.504527,2021,97,2014.0,Racing,6.96
Mario Party 10,3184645.032324,2016,987,2015.0,Misc,1.55
Mass Effect,1007790.24108,2016,423,2007.0,Role-Playing,3.61
Mass Effect,9782532.382749,2017,423,2007.0,Role-Playing,3.61
Mass Effect,1225349.262018,2018,423,2007.0,Role-Playing,3.61
Mass Effect,2312951.645088,2019,423,2007.0,Role-Playing,3.61
Mass Effect 2,2310659.8822230003,2016,386,2010.0,Role-Playing,4.99
Mass Effect 2,15185010.689541,2017,386,2010.0,Role-Playing,4.99
Mass Effect 3,3081979.575822,2016,394,2012.0,Role-Playing,5.779999999999999
Mass Effect 3,8621459.755293,2017,394,2012.0,Role-Playing,5.779999999999999
Mega Man 2,921841.44528,2016,1019,1988.0,Action,1.51
Mega Man X,1560298.459776,2016,1380,1993.0,Platform,1.16
Mega Man X,1092391.010655,2017,1380,1993.0,Platform,1.16
Mega Man X,1107417.146325,2018,1380,1993.0,Platform,1.16
Mega Man X2,967179.395637,2016,2622,1993.0,Platform,0.56
Mega Man X2,482502.642216,2017,2622,1993.0,Platform,0.56
Mega Man ZX Advent,1000460.321868,2016,3736,2007.0,Platform,0.35
Mega Man Zero 2,1156254.523872,2016,3234,2003.0,Platform,0.43
Metal Gear Solid,451782.0589800001,2016,131,1998.0,Action,6.1000000000000005
Metal Gear Solid,1156056.440112,2018,131,1998.0,Action,6.1000000000000005
Metal Gear Solid 2: Sons of Liberty,1188925.017777,2016,128,2001.0,Action,6.05
Metal Gear Solid 2: Sons of Liberty,5029214.584275,2017,128,2001.0,Action,6.05
Metal Gear Solid 3: Snake Eater,620084.80884,2016,227,2004.0,Action,4.23
Metal Gear Solid 3: Snake Eater,1905105.904611,2018,227,2004.0,Action,4.23
Metal Gear Solid 4: Guns of the Patriots,407370.891438,2016,130,2008.0,Action,6.03
Metal Gear Solid V: The Phantom Pain,8106901.467378,2016,340,2015.0,Action,5.08
Metal Gear Solid V: The Phantom Pain,2115816.053379,2017,340,2015.0,Action,5.08
Metal Gear Solid: Peace Walker,195716.990259,2016,670,2010.0,Action,2.09
Metro: Last Light,927382.27071,2016,2228,2014.0,Action,1.98
Metro: Last Light,1321915.189644,2017,2228,2014.0,Action,1.98
Metro: Last Light,10715580.337896,2019,2228,2014.0,Action,1.98
Metroid Fusion,1163220.621885,2016,884,2002.0,Action,1.68
Metroid Fusion,1875399.0024,2017,884,2002.0,Action,1.68
Metroid Prime,2436861.048636,2016,447,2002.0,Shooter,2.82
Metroid Prime,1786683.18465,2017,447,2002.0,Shooter,2.82
Microsoft Flight Simulator X,8975769.7323,2016,3254,2006.0,Simulation,0.43
Microsoft Flight Simulator X,11030903.977086,2017,3254,2006.0,Simulation,0.43
Microsoft Flight Simulator X,8986413.611742001,2018,3254,2006.0,Simulation,0.43
Microsoft Flight Simulator X,1376489.599632,2019,3254,2006.0,Simulation,0.43
Mighty No. 9,1149699.465432,2016,9165,2016.0,Platform,0.08
Mighty No. 9,1876799.4672,2017,9165,2016.0,Platform,0.08
Mike Tyson's Punch-Out!!,830127.8127659999,2016,401,1987.0,Fighting,3.02
Minecraft,15061303731.223051,2016,63,2013.0,Misc,23.73
Minecraft,9313083351.81252,2017,63,2013.0,Misc,23.73
Minecraft,4832710531.457865,2018,63,2013.0,Misc,23.73
Minecraft,71698886353.27171,2019,63,2013.0,Misc,23.73
Minecraft,550426835293.645,2020,63,2013.0,Misc,23.73
Minecraft,1247288707810.052,2021,63,2013.0,Misc,23.73
Mirror's Edge,928461.906057,2016,1371,2008.0,Platform,2.37
Mirror's Edge,1070972.65212,2017,1371,2008.0,Platform,2.37
Mirror's Edge Catalyst,4413069.29238,2016,3972,2016.0,Platform,0.52
Monopoly,323405.04655200004,2016,562,1994.0,Misc,7.7
Monopoly,2771774.824728,2017,562,1994.0,Misc,7.7
Mortal Kombat X,74487739.958541,2016,477,2015.0,Fighting,4.1000000000000005
Mortal Kombat X,3338160.419454,2017,477,2015.0,Fighting,4.1000000000000005
Mortal Kombat X,3906463.704696,2019,477,2015.0,Fighting,4.1000000000000005
NBA 2K15,6900605.923239,2016,569,2014.0,Sports,7.06
NBA 2K16,1921493355.071745,2016,269,2015.0,Sports,8.03
NBA 2K16,2149811.40591,2017,269,2015.0,Sports,8.03
NBA 2K17,603136244.856348,2016,1345,2016.0,Sports,1.93
NBA 2K17,796216615.253031,2017,1345,2016.0,Sports,1.93
NHL 16,3058541.661882,2016,2422,2015.0,Sports,1.14
NHL 17,723948.1516470001,2016,5269,2016.0,Sports,0.35
NHL 17,442438.876992,2017,5269,2016.0,Sports,0.35
Naruto Shippuden: Ultimate Ninja Storm 4,34479798.88588199,2016,1535,2016.0,Fighting,1.34
Naruto Shippuden: Ultimate Ninja Storm 4,929451.142032,2017,1535,2016.0,Fighting,1.34
New Super Mario Bros.,616442.559474,2016,6,2006.0,Platform,30.01
No Man's Sky,2523172998.4428453,2016,948,2016.0,Action,1.6
No Man's Sky,8410433.823792001,2017,948,2016.0,Action,1.6
No Man's Sky,707053068.25986,2018,948,2016.0,Action,1.6
No Man's Sky,233695113.500394,2019,948,2016.0,Action,1.6
No Man's Sky,19836063.157554,2020,948,2016.0,Action,1.6
No Man's Sky,246156271.046952,2021,948,2016.0,Action,1.6
Overlord II,904939.19145,2016,3916,2009.0,Action,0.67
Overwatch,80841918224.91954,2016,844,2016.0,Shooter,3.01
Overwatch,105949382337.23044,2017,844,2016.0,Shooter,3.01
Overwatch,172579068053.40997,2018,844,2016.0,Shooter,3.01
Overwatch,157762147476.8627,2019,844,2016.0,Shooter,3.01
Overwatch,53042873973.13915,2020,844,2016.0,Shooter,3.01
Overwatch,29862798297.038998,2021,844,2016.0,Shooter,3.01
Paper Mario,3610161.925965,2016,1127,2000.0,Role-Playing,1.38
Paper Mario,2628375.997884,2018,1127,2000.0,Role-Playing,1.38
Paper Mario: The Thousand-Year Door,341249.617632,2016,607,2004.0,Role-Playing,2.25
Paper Mario: The Thousand-Year Door,7202856.680880001,2017,607,2004.0,Role-Playing,2.25
Paper Mario: The Thousand-Year Door,1456768.626306,2019,607,2004.0,Role-Playing,2.25
Paragon,219219622.18499696,2016,11253,2016.0,Action,0.01
Paragon,117182573.479377,2017,11253,2016.0,Action,0.01
Paragon,1907737.169793,2018,11253,2016.0,Action,0.01
Persona 5,1230583.877712,2016,3817,2016.0,Role-Playing,0.44
Persona 5,196038149.183961,2017,3817,2016.0,Role-Playing,0.44
Persona 5,53062805.988969,2018,3817,2016.0,Role-Playing,0.44
Persona 5,8234879.883552,2019,3817,2016.0,Role-Playing,0.44
Pikmin,1452388.483392,2016,923,2001.0,Strategy,1.63
Pinball,756405.610884,2016,776,1984.0,Action,1.85
Portal 2,1999471.052271,2016,662,2011.0,Shooter,4.6
Portal 2,4606247.624769,2017,662,2011.0,Shooter,4.6
Portal 2,1059844.94994,2018,662,2011.0,Shooter,4.6
Portal 2,7367328.134397,2019,662,2011.0,Shooter,4.6
Portal 2,2934841.161,2020,662,2011.0,Shooter,4.6
Prison Architect,264770.64495,2016,10377,2016.0,Action,0.02
Prison Architect,627658.9419869999,2017,10377,2016.0,Action,0.02
Pro Evolution Soccer 2016,339455.63484,2016,1997,2015.0,Sports,1.5
Pro Evolution Soccer 2017,570733.060128,2016,4309,2016.0,Sports,0.37
Puzzle & Dragons,4025325.647007,2016,1018,2013.0,Role-Playing,1.51
Puzzle & Dragons,522842.526108,2017,1018,2013.0,Role-Playing,1.51
